1	499	1	24.047468185424805
1	711	2	22.96919059753418
1	501	3	22.861303329467773
1	568	4	22.17823600769043
1	151	5	22.15354347229004
1	754	6	22.06723976135254
1	559	7	21.908166885375977
1	1145	8	21.60811996459961
1	439	9	21.50965118408203
1	437	10	21.434593200683594
1	189	11	21.12911033630371
1	1175	12	21.124473571777344
1	690	13	20.96343231201172
1	441	14	20.74557876586914
1	867	15	20.71346664428711
1	776	16	20.403568267822266
1	975	17	20.133350372314453
1	110	18	20.123693466186523
1	266	19	19.725400924682617
1	1238	20	19.575233459472656
1	1192	21	19.198623657226562
1	265	22	19.188140869140625
1	853	23	19.18228530883789
1	924	24	19.15500831604004
1	691	25	19.03411293029785
1	398	26	19.009498596191406
1	856	27	19.00181007385254
1	534	28	18.945356369018555
1	382	29	18.9031925201416
1	1137	30	18.881484985351562
1	498	31	18.825239181518555
1	540	32	18.68440055847168
1	299	33	18.53448486328125
1	954	34	18.479270935058594
1	566	35	18.42801856994629
1	811	36	18.379104614257812
1	964	37	18.358673095703125
1	190	38	18.345521926879883
1	1019	39	18.236146926879883
1	875	40	18.201217651367188
1	496	41	18.199201583862305
1	906	42	18.061309814453125
1	564	43	18.046022415161133
1	982	44	17.825374603271484
1	571	45	17.690135955810547
1	957	46	17.650020599365234
1	211	47	17.596851348876953
1	451	48	17.518991470336914
1	386	49	17.505266189575195
1	226	50	17.44749641418457
1	292	51	17.443220138549805
1	201	52	17.43939971923828
1	895	53	17.33182716369629
1	297	54	17.328678131103516
1	314	55	17.289932250976562
1	322	56	17.25145721435547
1	901	57	17.227664947509766
1	553	58	17.178098678588867
1	984	59	17.167545318603516
1	283	60	17.157329559326172
1	1039	61	16.995981216430664
1	1160	62	16.93570899963379
1	126	63	16.923404693603516
1	168	64	16.879281997680664
1	1210	65	16.809640884399414
1	771	66	16.753786087036133
1	1125	67	16.737037658691406
1	822	68	16.573848724365234
1	392	69	16.53335189819336
1	301	70	16.464929580688477
1	576	71	16.45511817932129
1	39	72	16.43601417541504
1	1083	73	16.421031951904297
1	481	74	16.40036392211914
1	819	75	16.384550094604492
1	1169	76	16.2663516998291
1	535	77	16.257795333862305
1	142	78	16.256763458251953
1	739	79	16.222537994384766
1	758	80	16.208314895629883
1	632	81	16.183624267578125
1	807	82	16.144636154174805
1	1209	83	16.068252563476562
1	647	84	15.963418960571289
1	497	85	15.947373390197754
1	971	86	15.89685344696045
1	502	87	15.863581657409668
1	744	88	15.857559204101562
1	1115	89	15.8545503616333
1	104	90	15.838973999023438
1	898	91	15.800249099731445
1	572	92	15.785146713256836
1	482	93	15.774601936340332
1	45	94	15.683917045593262
1	475	95	15.663505554199219
1	999	96	15.646625518798828
1	662	97	15.633040428161621
1	1216	98	15.628862380981445
1	713	99	15.623799324035645
1	671	100	15.604265213012695
